song,condition,vocal_rms_db_raw,vocal_rms_db_after_effect,rms_match_gain_db,mix_scale_db,mix_peak
Girls_Under_Glass_-_We_Feel_Alright,delay_l2,-29.28,-28.08,-1.2,-0.276,0.999
Girls_Under_Glass_-_We_Feel_Alright,delay_l3,-29.28,-27.6,-1.68,0.0,0.9865
Girls_Under_Glass_-_We_Feel_Alright,delay_l4,-29.28,-27.16,-2.12,0.0,0.8734
Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l1,-29.28,-29.28,0.0,0.0,0.9867
Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l2,-29.28,-29.28,0.0,0.0,0.9862
Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l3,-29.28,-29.28,-0.0,0.0,0.99
Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l4,-29.28,-29.21,-0.07,0.0,0.9722
Girls_Under_Glass_-_We_Feel_Alright,compression_l1,-29.28,-31.0,1.72,0.0,0.987
Girls_Under_Glass_-_We_Feel_Alright,compression_l2,-29.28,-34.22,4.94,0.0,0.9585
Girls_Under_Glass_-_We_Feel_Alright,compression_l3,-29.28,-34.34,5.06,0.0,0.9361
Girls_Under_Glass_-_We_Feel_Alright,compression_l4,-29.28,-35.62,6.33,-4.106,0.999
Lyndsey_Ollard_-_Catching_Up,original,-25.84,-25.84,0.0,0.0,0.9988
Lyndsey_Ollard_-_Catching_Up,reverb_l1,-25.84,-26.96,1.11,-0.016,0.999
Lyndsey_Ollard_-_Catching_Up,reverb_l2,-25.84,-26.42,0.58,0.0,0.9368
Lyndsey_Ollard_-_Catching_Up,reverb_l3,-25.84,-22.42,-3.42,0.0,0.9236
Lyndsey_Ollard_-_Catching_Up,reverb_l4,-25.84,-18.16,-7.69,0.0,0.9289
Lyndsey_Ollard_-_Catching_Up,delay_l1,-25.84,-25.23,-0.61,0.0,0.993
Lyndsey_Ollard_-_Catching_Up,delay_l2,-25.84,-24.61,-1.23,0.0,0.943
Lyndsey_Ollard_-_Catching_Up,delay_l3,-25.84,-24.17,-1.67,0.0,0.9587
Lyndsey_Ollard_-_Catching_Up,delay_l4,-25.84,-23.68,-2.16,0.0,0.9397
Lyndsey_Ollard_-_Catching_Up,bitcrush_l1,-25.84,-25.85,0.0,0.0,0.997
Lyndsey_Ollard_-_Catching_Up,bitcrush_l2,-25.84,-25.85,0.0,0.0,0.9975
Lyndsey_Ollard_-_Catching_Up,bitcrush_l3,-25.84,-25.84,-0.0,0.0,0.9945
Lyndsey_Ollard_-_Catching_Up,bitcrush_l4,-25.84,-25.78,-0.06,0.0,0.9978
Lyndsey_Ollard_-_Catching_Up,compression_l1,-25.84,-28.11,2.27,0.0,0.9287
Lyndsey_Ollard_-_Catching_Up,compression_l2,-25.84,-31.3,5.46,0.0,0.8582
Lyndsey_Ollard_-_Catching_Up,compression_l3,-25.84,-30.98,5.14,-0.126,0.999
Lyndsey_Ollard_-_Catching_Up,compression_l4,-25.84,-32.27,6.43,-2.061,0.999
Juliet's_Rescue_-_Heartbeats,original,-26.19,-26.19,0.0,-0.007,0.999
Juliet's_Rescue_-_Heartbeats,reverb_l1,-26.19,-27.3,1.11,-0.183,0.999
Juliet's_Rescue_-_Heartbeats,reverb_l2,-26.19,-26.72,0.53,0.0,0.9974
Juliet's_Rescue_-_Heartbeats,reverb_l3,-26.19,-22.68,-3.51,0.0,0.9034
Juliet's_Rescue_-_Heartbeats,reverb_l4,-26.19,-18.4,-7.79,0.0,0.8912
Juliet's_Rescue_-_Heartbeats,delay_l1,-26.19,-25.55,-0.64,0.0,0.9496
Juliet's_Rescue_-_Heartbeats,delay_l2,-26.19,-24.98,-1.21,0.0,0.9634
Juliet's_Rescue_-_Heartbeats,delay_l3,-26.19,-24.5,-1.69,0.0,0.967
Juliet's_Rescue_-_Heartbeats,delay_l4,-26.19,-24.06,-2.13,0.0,0.9337
Juliet's_Rescue_-_Heartbeats,bitcrush_l1,-26.19,-26.19,0.0,-0.329,0.999
Juliet's_Rescue_-_Heartbeats,bitcrush_l2,-26.19,-26.19,0.0,-0.337,0.999
Juliet's_Rescue_-_Heartbeats,bitcrush_l3,-26.19,-26.19,-0.0,-0.336,0.999
Juliet's_Rescue_-_Heartbeats,bitcrush_l4,-26.19,-26.12,-0.07,-0.317,0.999
Juliet's_Rescue_-_Heartbeats,compression_l1,-26.19,-27.88,1.69,0.0,0.9743
Juliet's_Rescue_-_Heartbeats,compression_l2,-26.19,-30.9,4.71,0.0,0.9406
Juliet's_Rescue_-_Heartbeats,compression_l3,-26.19,-30.9,4.71,0.0,0.9263
Juliet's_Rescue_-_Heartbeats,compression_l4,-26.19,-32.49,6.3,0.0,0.9926
Little_Chicago's_Finest_-_My_Own,original,-28.06,-28.06,0.0,0.0,0.5877
Little_Chicago's_Finest_-_My_Own,reverb_l1,-28.06,-28.92,0.86,0.0,0.5623
Little_Chicago's_Finest_-_My_Own,reverb_l2,-28.06,-25.86,-2.2,0.0,0.5137
Little_Chicago's_Finest_-_My_Own,reverb_l3,-28.06,-20.16,-7.9,0.0,0.5649
Little_Chicago's_Finest_-_My_Own,reverb_l4,-28.06,-15.59,-12.47,0.0,0.5673
Little_Chicago's_Finest_-_My_Own,delay_l1,-28.06,-27.44,-0.62,0.0,0.5405
Little_Chicago's_Finest_-_My_Own,delay_l2,-28.06,-26.92,-1.14,0.0,0.5239
Little_Chicago's_Finest_-_My_Own,delay_l3,-28.06,-26.37,-1.69,0.0,0.5393
Little_Chicago's_Finest_-_My_Own,delay_l4,-28.06,-25.94,-2.12,0.0,0.4956
Little_Chicago's_Finest_-_My_Own,bitcrush_l1,-28.06,-28.07,0.01,0.0,0.6358
Little_Chicago's_Finest_-_My_Own,bitcrush_l2,-28.06,-28.07,0.01,0.0,0.6353
Little_Chicago's_Finest_-_My_Own,bitcrush_l3,-28.06,-28.06,-0.01,0.0,0.6387
Little_Chicago's_Finest_-_My_Own,bitcrush_l4,-28.06,-27.9,-0.17,0.0,0.6241
Little_Chicago's_Finest_-_My_Own,compression_l1,-28.06,-28.84,0.78,0.0,0.5344
Little_Chicago's_Finest_-_My_Own,compression_l2,-28.06,-30.36,2.3,0.0,0.755
Little_Chicago's_Finest_-_My_Own,compression_l3,-28.06,-29.59,1.53,-0.208,0.999
Little_Chicago's_Finest_-_My_Own,compression_l4,-28.06,-30.96,2.9,0.0,0.8027
PR_-_Oh_No,original,-34.92,-34.92,0.0,-11.514,0.999
PR_-_Oh_No,reverb_l1,-34.92,-36.04,1.12,-11.6,0.999
PR_-_Oh_No,reverb_l2,-34.92,-35.44,0.51,-11.371,0.999
PR_-_Oh_No,reverb_l3,-34.92,-31.33,-3.59,-10.705,0.999
PR_-_Oh_No,reverb_l4,-34.92,-27.03,-7.9,-10.312,0.999
PR_-_Oh_No,delay_l1,-34.92,-34.59,-0.33,-11.446,0.999
PR_-_Oh_No,delay_l2,-34.92,-33.56,-1.36,-11.247,0.999
PR_-_Oh_No,delay_l3,-34.92,-33.61,-1.31,-11.256,0.999
PR_-_Oh_No,delay_l4,-34.92,-32.96,-1.96,-11.14,0.999
PR_-_Oh_No,bitcrush_l1,-34.92,-34.93,0.0,-11.515,0.999
PR_-_Oh_No,bitcrush_l2,-34.92,-34.92,0.0,-11.517,0.999
PR_-_Oh_No,bitcrush_l3,-34.92,-34.91,-0.01,-11.518,0.999
PR_-_Oh_No,bitcrush_l4,-34.92,-34.77,-0.15,-11.471,0.999
PR_-_Oh_No,compression_l1,-34.92,-36.18,1.26,-11.176,0.999
PR_-_Oh_No,compression_l2,-34.92,-37.64,2.72,-11.821,0.999
PR_-_Oh_No,compression_l3,-34.92,-35.95,1.03,-11.609,0.999
PR_-_Oh_No,compression_l4,-34.92,-36.11,1.19,-11.914,0.999
Louis_Cressy_Band_-_Good_Time,original,-28.23,-28.23,0.0,0.0,0.9968
Louis_Cressy_Band_-_Good_Time,reverb_l1,-28.23,-29.15,0.92,0.0,0.9664
Louis_Cressy_Band_-_Good_Time,reverb_l2,-28.23,-27.36,-0.87,0.0,0.8964
Louis_Cressy_Band_-_Good_Time,reverb_l3,-28.23,-22.44,-5.79,0.0,0.9294
Louis_Cressy_Band_-_Good_Time,reverb_l4,-28.23,-18.03,-10.21,0.0,0.9369
Louis_Cressy_Band_-_Good_Time,delay_l1,-28.23,-27.58,-0.65,0.0,0.9644
Louis_Cressy_Band_-_Good_Time,delay_l2,-28.23,-27.03,-1.2,0.0,0.9522
Louis_Cressy_Band_-_Good_Time,delay_l3,-28.23,-26.53,-1.7,0.0,0.9547
Louis_Cressy_Band_-_Good_Time,delay_l4,-28.23,-26.1,-2.14,0.0,0.9471
Louis_Cressy_Band_-_Good_Time,bitcrush_l1,-28.23,-28.23,0.0,0.0,0.9969
Louis_Cressy_Band_-_Good_Time,bitcrush_l2,-28.23,-28.23,0.0,0.0,0.9973
Louis_Cressy_Band_-_Good_Time,bitcrush_l3,-28.23,-28.23,-0.0,0.0,0.9952
Louis_Cressy_Band_-_Good_Time,bitcrush_l4,-28.23,-28.16,-0.08,-0.015,0.999
Louis_Cressy_Band_-_Good_Time,compression_l1,-28.23,-29.96,1.73,0.0,0.9682
Louis_Cressy_Band_-_Good_Time,compression_l2,-28.23,-33.08,4.84,0.0,0.9238
Louis_Cressy_Band_-_Good_Time,compression_l3,-28.23,-33.06,4.83,-1.369,0.999
Louis_Cressy_Band_-_Good_Time,compression_l4,-28.23,-34.56,6.33,-1.954,0.999
Georgia_Wonder_-_Siren,original,-25.8,-25.8,0.0,0.0,0.9957
Georgia_Wonder_-_Siren,reverb_l1,-25.8,-26.84,1.03,0.0,0.9945
Georgia_Wonder_-_Siren,reverb_l2,-25.8,-26.08,0.28,0.0,0.9638
Georgia_Wonder_-_Siren,reverb_l3,-25.8,-21.99,-3.82,0.0,0.9483
Georgia_Wonder_-_Siren,reverb_l4,-25.8,-17.73,-8.07,0.0,0.9579
Georgia_Wonder_-_Siren,delay_l1,-25.8,-25.13,-0.68,-0.101,0.999
Georgia_Wonder_-_Siren,delay_l2,-25.8,-24.63,-1.17,0.0,0.988
Georgia_Wonder_-_Siren,delay_l3,-25.8,-24.07,-1.74,0.0,0.9694
Georgia_Wonder_-_Siren,delay_l4,-25.8,-23.69,-2.11,0.0,0.9956
Georgia_Wonder_-_Siren,bitcrush_l1,-25.8,-25.81,0.0,0.0,0.9676
Georgia_Wonder_-_Siren,bitcrush_l2,-25.8,-25.81,0.0,0.0,0.9681
Georgia_Wonder_-_Siren,bitcrush_l3,-25.8,-25.8,0.0,0.0,0.968
Georgia_Wonder_-_Siren,bitcrush_l4,-25.8,-25.74,-0.07,0.0,0.9765
Georgia_Wonder_-_Siren,compression_l1,-25.8,-27.4,1.59,0.0,0.9988
Georgia_Wonder_-_Siren,compression_l2,-25.8,-30.59,4.79,-0.715,0.999
Georgia_Wonder_-_Siren,compression_l3,-25.8,-30.8,5.0,-1.866,0.999
Georgia_Wonder_-_Siren,compression_l4,-25.8,-32.46,6.65,-5.536,0.999
Moosmusic_-_Big_Dummy_Shake,original,-23.12,-23.12,0.0,-0.041,0.999
Moosmusic_-_Big_Dummy_Shake,reverb_l1,-23.12,-24.38,1.26,0.0,0.9929
Moosmusic_-_Big_Dummy_Shake,reverb_l2,-23.12,-23.85,0.73,0.0,0.9609
Moosmusic_-_Big_Dummy_Shake,reverb_l3,-23.12,-19.51,-3.61,-0.098,0.999
Moosmusic_-_Big_Dummy_Shake,reverb_l4,-23.12,-15.07,-8.05,-0.161,0.999
Moosmusic_-_Big_Dummy_Shake,delay_l1,-23.12,-22.45,-0.66,0.0,0.9801
Moosmusic_-_Big_Dummy_Shake,delay_l2,-23.12,-21.89,-1.23,-1.0,0.999
Moosmusic_-_Big_Dummy_Shake,delay_l3,-23.12,-21.43,-1.69,0.0,0.9816
Moosmusic_-_Big_Dummy_Shake,delay_l4,-23.12,-20.95,-2.16,-0.525,0.999
Moosmusic_-_Big_Dummy_Shake,bitcrush_l1,-23.12,-23.12,0.0,-0.352,0.999
Moosmusic_-_Big_Dummy_Shake,bitcrush_l2,-23.12,-23.12,0.0,-0.348,0.999
Moosmusic_-_Big_Dummy_Shake,bitcrush_l3,-23.12,-23.12,-0.0,-0.379,0.999
Moosmusic_-_Big_Dummy_Shake,bitcrush_l4,-23.12,-23.08,-0.04,-0.429,0.999
Moosmusic_-_Big_Dummy_Shake,compression_l1,-23.12,-25.73,2.61,-0.168,0.999
Moosmusic_-_Big_Dummy_Shake,compression_l2,-23.12,-29.87,6.75,-0.712,0.999
Moosmusic_-_Big_Dummy_Shake,compression_l3,-23.12,-30.28,7.17,-1.845,0.999
Moosmusic_-_Big_Dummy_Shake,compression_l4,-23.12,-31.92,8.81,-5.368,0.999
M.E.R.C._Music_-_Knockout,original,-23.83,-23.83,0.0,-0.082,0.999
M.E.R.C._Music_-_Knockout,reverb_l1,-23.83,-24.77,0.93,0.0,0.967
M.E.R.C._Music_-_Knockout,reverb_l2,-23.83,-23.14,-0.69,0.0,0.987
M.E.R.C._Music_-_Knockout,reverb_l3,-23.83,-18.34,-5.49,-1.284,0.999
M.E.R.C._Music_-_Knockout,reverb_l4,-23.83,-13.95,-9.88,-1.427,0.999
M.E.R.C._Music_-_Knockout,delay_l1,-23.83,-23.19,-0.64,0.0,0.9932
M.E.R.C._Music_-_Knockout,delay_l2,-23.83,-22.64,-1.2,-0.25,0.999
M.E.R.C._Music_-_Knockout,delay_l3,-23.83,-22.17,-1.66,0.0,0.9246
M.E.R.C._Music_-_Knockout,delay_l4,-23.83,-21.75,-2.08,0.0,0.9322
M.E.R.C._Music_-_Knockout,bitcrush_l1,-23.83,-23.84,0.01,0.0,0.9863
M.E.R.C._Music_-_Knockout,bitcrush_l2,-23.83,-23.84,0.01,0.0,0.9863
M.E.R.C._Music_-_Knockout,bitcrush_l3,-23.83,-23.83,0.0,0.0,0.9881
M.E.R.C._Music_-_Knockout,bitcrush_l4,-23.83,-23.78,-0.05,0.0,0.9937
M.E.R.C._Music_-_Knockout,compression_l1,-23.83,-25.89,2.06,0.0,0.9852
M.E.R.C._Music_-_Knockout,compression_l2,-23.83,-29.26,5.43,0.0,0.9568
M.E.R.C._Music_-_Knockout,compression_l3,-23.83,-29.37,5.54,0.0,0.9391
M.E.R.C._Music_-_Knockout,compression_l4,-23.83,-31.11,7.28,-2.815,0.999
PR_-_Happy_Daze,original,-40.65,-40.65,0.0,-11.545,0.999
PR_-_Happy_Daze,reverb_l1,-40.65,-41.53,0.88,-11.576,0.999
PR_-_Happy_Daze,reverb_l2,-40.65,-40.25,-0.4,-11.22,0.999
PR_-_Happy_Daze,reverb_l3,-40.65,-35.87,-4.79,-10.57,0.999
PR_-_Happy_Daze,reverb_l4,-40.65,-31.61,-9.05,-10.221,0.999
PR_-_Happy_Daze,delay_l1,-40.65,-40.16,-0.5,-11.442,0.999
PR_-_Happy_Daze,delay_l2,-40.65,-39.51,-1.14,-11.315,0.999
PR_-_Happy_Daze,delay_l3,-40.65,-39.01,-1.64,-11.223,0.999
PR_-_Happy_Daze,delay_l4,-40.65,-38.57,-2.09,-11.144,0.999
PR_-_Happy_Daze,bitcrush_l1,-40.65,-40.69,0.03,-11.127,0.999
PR_-_Happy_Daze,bitcrush_l2,-40.65,-40.68,0.03,-11.124,0.999
PR_-_Happy_Daze,bitcrush_l3,-40.65,-40.66,0.01,-11.128,0.999
PR_-_Happy_Daze,bitcrush_l4,-40.65,-40.49,-0.16,-11.052,0.999
PR_-_Happy_Daze,compression_l1,-40.65,-40.77,0.12,-11.01,0.999
PR_-_Happy_Daze,compression_l2,-40.65,-41.52,0.87,-11.387,0.999
PR_-_Happy_Daze,compression_l3,-40.65,-39.46,-1.19,-11.199,0.999
PR_-_Happy_Daze,compression_l4,-40.65,-38.14,-2.52,-10.912,0.999
Motor_Tapes_-_Shore,original,-23.83,-23.83,0.0,-0.033,0.999
Motor_Tapes_-_Shore,reverb_l1,-23.83,-25.03,1.2,-0.418,0.999
Motor_Tapes_-_Shore,reverb_l2,-23.83,-24.09,0.26,-0.615,0.999
Motor_Tapes_-_Shore,reverb_l3,-23.83,-19.47,-4.36,-0.905,0.999
Motor_Tapes_-_Shore,reverb_l4,-23.83,-15.02,-8.81,-1.506,0.999
Motor_Tapes_-_Shore,delay_l1,-23.83,-23.28,-0.55,-0.499,0.999
Motor_Tapes_-_Shore,delay_l2,-23.83,-22.62,-1.21,-0.933,0.999
Motor_Tapes_-_Shore,delay_l3,-23.83,-22.04,-1.8,-0.938,0.999
Motor_Tapes_-_Shore,delay_l4,-23.83,-21.58,-2.25,-0.283,0.999
Motor_Tapes_-_Shore,bitcrush_l1,-23.83,-23.83,0.0,-0.379,0.999
Motor_Tapes_-_Shore,bitcrush_l2,-23.83,-23.83,0.0,-0.379,0.999
Motor_Tapes_-_Shore,bitcrush_l3,-23.83,-23.83,-0.0,-0.41,0.999
Motor_Tapes_-_Shore,bitcrush_l4,-23.83,-23.79,-0.04,-0.452,0.999
Motor_Tapes_-_Shore,compression_l1,-23.83,-26.63,2.8,0.0,0.9427
Motor_Tapes_-_Shore,compression_l2,-23.83,-30.72,6.89,0.0,0.899
Motor_Tapes_-_Shore,compression_l3,-23.83,-31.09,7.26,-1.528,0.999
Motor_Tapes_-_Shore,compression_l4,-23.83,-32.68,8.85,-4.208,0.999
Mu_-_Too_Bright,original,-25.52,-25.52,0.0,-0.025,0.999
Mu_-_Too_Bright,reverb_l1,-25.52,-26.68,1.16,0.0,0.9873
Mu_-_Too_Bright,reverb_l2,-25.52,-26.28,0.76,-0.531,0.999
Mu_-_Too_Bright,reverb_l3,-25.52,-22.33,-3.19,-0.979,0.999
Mu_-_Too_Bright,reverb_l4,-25.52,-18.04,-7.48,-1.032,0.999
Mu_-_Too_Bright,delay_l1,-25.52,-24.86,-0.66,-0.155,0.999
Mu_-_Too_Bright,delay_l2,-25.52,-24.35,-1.16,-0.494,0.999
Mu_-_Too_Bright,delay_l3,-25.52,-23.83,-1.68,-0.438,0.999
Mu_-_Too_Bright,delay_l4,-25.52,-23.41,-2.1,-0.723,0.999
Mu_-_Too_Bright,bitcrush_l1,-25.52,-25.52,0.0,-0.004,0.999
Mu_-_Too_Bright,bitcrush_l2,-25.52,-25.52,0.0,0.0,0.9985
Mu_-_Too_Bright,bitcrush_l3,-25.52,-25.52,-0.0,-0.012,0.999
Mu_-_Too_Bright,bitcrush_l4,-25.52,-25.44,-0.07,0.0,0.9961
Mu_-_Too_Bright,compression_l1,-25.52,-27.08,1.56,-0.013,0.999
Mu_-_Too_Bright,compression_l2,-25.52,-30.14,4.62,-0.078,0.999
Mu_-_Too_Bright,compression_l3,-25.52,-30.25,4.74,-0.448,0.999
Mu_-_Too_Bright,compression_l4,-25.52,-31.81,6.29,-4.749,0.999
Punkdisco_-_Oral_Hygiene,original,-30.52,-30.52,0.0,0.0,0.9952
Punkdisco_-_Oral_Hygiene,reverb_l1,-30.52,-31.68,1.16,0.0,0.9951
Punkdisco_-_Oral_Hygiene,reverb_l2,-30.52,-31.4,0.89,-0.028,0.999
Punkdisco_-_Oral_Hygiene,reverb_l3,-30.52,-27.63,-2.88,0.0,0.9987
Punkdisco_-_Oral_Hygiene,reverb_l4,-30.52,-23.39,-7.12,0.0,0.9957
Punkdisco_-_Oral_Hygiene,delay_l1,-30.52,-29.85,-0.66,0.0,0.9933
Punkdisco_-_Oral_Hygiene,delay_l2,-30.52,-29.33,-1.19,0.0,0.9918
Punkdisco_-_Oral_Hygiene,delay_l3,-30.52,-28.82,-1.69,0.0,0.9905
Punkdisco_-_Oral_Hygiene,delay_l4,-30.52,-28.4,-2.11,0.0,0.9895
Punkdisco_-_Oral_Hygiene,bitcrush_l1,-30.52,-30.52,0.01,0.0,0.9952
Punkdisco_-_Oral_Hygiene,bitcrush_l2,-30.52,-30.52,0.0,0.0,0.9952
Punkdisco_-_Oral_Hygiene,bitcrush_l3,-30.52,-30.51,-0.0,0.0,0.9911
Punkdisco_-_Oral_Hygiene,bitcrush_l4,-30.52,-30.42,-0.1,0.0,0.9976
Punkdisco_-_Oral_Hygiene,compression_l1,-30.52,-32.02,1.51,-0.092,0.999
Punkdisco_-_Oral_Hygiene,compression_l2,-30.52,-34.28,3.76,-0.244,0.999
Punkdisco_-_Oral_Hygiene,compression_l3,-30.52,-33.26,2.75,-0.448,0.999
Punkdisco_-_Oral_Hygiene,compression_l4,-30.52,-33.98,3.46,-3.079,0.999
Nerve_9_-_Pray_For_The_Rain,original,-24.91,-24.91,0.0,-0.035,0.999
Nerve_9_-_Pray_For_The_Rain,reverb_l1,-24.91,-26.0,1.09,-0.031,0.999
Nerve_9_-_Pray_For_The_Rain,reverb_l2,-24.91,-25.46,0.55,0.0,0.9737
Nerve_9_-_Pray_For_The_Rain,reverb_l3,-24.91,-21.52,-3.39,0.0,0.9583
Nerve_9_-_Pray_For_The_Rain,reverb_l4,-24.91,-17.28,-7.63,-0.021,0.999
Nerve_9_-_Pray_For_The_Rain,delay_l1,-24.91,-24.36,-0.55,0.0,0.9436
Nerve_9_-_Pray_For_The_Rain,delay_l2,-24.91,-23.79,-1.12,-0.56,0.999
Nerve_9_-_Pray_For_The_Rain,delay_l3,-24.91,-23.06,-1.85,0.0,0.9711
Nerve_9_-_Pray_For_The_Rain,delay_l4,-24.91,-22.89,-2.02,0.0,0.9898
Nerve_9_-_Pray_For_The_Rain,bitcrush_l1,-24.91,-24.91,0.0,0.0,0.9837
Nerve_9_-_Pray_For_The_Rain,bitcrush_l2,-24.91,-24.91,0.0,0.0,0.9837
Nerve_9_-_Pray_For_The_Rain,bitcrush_l3,-24.91,-24.91,-0.0,0.0,0.9816
Nerve_9_-_Pray_For_The_Rain,bitcrush_l4,-24.91,-24.86,-0.05,0.0,0.9949
Nerve_9_-_Pray_For_The_Rain,compression_l1,-24.91,-27.11,2.2,0.0,0.9848
Nerve_9_-_Pray_For_The_Rain,compression_l2,-24.91,-30.91,6.0,0.0,0.9885
Nerve_9_-_Pray_For_The_Rain,compression_l3,-24.91,-31.37,6.46,0.0,0.9831
Nerve_9_-_Pray_For_The_Rain,compression_l4,-24.91,-33.09,8.18,-2.456,0.999
Raft_Monk_-_Tiring,original,-24.07,-24.07,0.0,-0.036,0.999
Raft_Monk_-_Tiring,reverb_l1,-24.07,-24.74,0.67,-0.184,0.999
Raft_Monk_-_Tiring,reverb_l2,-24.07,-21.83,-2.24,-0.317,0.999
Raft_Monk_-_Tiring,reverb_l3,-24.07,-16.38,-7.69,-0.732,0.999
Raft_Monk_-_Tiring,reverb_l4,-24.07,-11.89,-12.17,-0.78,0.999
Raft_Monk_-_Tiring,delay_l1,-24.07,-23.64,-0.42,0.0,0.9896
Raft_Monk_-_Tiring,delay_l2,-24.07,-22.59,-1.48,0.0,0.9853
Raft_Monk_-_Tiring,delay_l3,-24.07,-22.26,-1.81,-0.216,0.999
Raft_Monk_-_Tiring,delay_l4,-24.07,-21.76,-2.31,-0.137,0.999
Raft_Monk_-_Tiring,bitcrush_l1,-24.07,-24.07,0.0,-0.115,0.999
Raft_Monk_-_Tiring,bitcrush_l2,-24.07,-24.07,0.0,-0.115,0.999
Raft_Monk_-_Tiring,bitcrush_l3,-24.07,-24.07,-0.0,-0.08,0.999
Raft_Monk_-_Tiring,bitcrush_l4,-24.07,-24.01,-0.05,-0.07,0.999
Raft_Monk_-_Tiring,compression_l1,-24.07,-25.9,1.84,0.0,0.9974
Raft_Monk_-_Tiring,compression_l2,-24.07,-29.45,5.38,-0.152,0.999
Raft_Monk_-_Tiring,compression_l3,-24.07,-29.88,5.82,-0.408,0.999
Raft_Monk_-_Tiring,compression_l4,-24.07,-31.7,7.64,-1.448,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,original,-22.81,-22.81,0.0,-0.021,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,reverb_l1,-22.81,-23.85,1.04,-0.04,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,reverb_l2,-22.81,-23.09,0.28,-0.146,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,reverb_l3,-22.81,-19.0,-3.82,0.0,0.989
Signe_Jakobsen_-_What_Have_You_Done_To_Me,reverb_l4,-22.81,-14.74,-8.07,0.0,0.996
Signe_Jakobsen_-_What_Have_You_Done_To_Me,delay_l1,-22.81,-22.14,-0.68,-0.908,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,delay_l2,-22.81,-21.61,-1.21,0.0,0.9798
Signe_Jakobsen_-_What_Have_You_Done_To_Me,delay_l3,-22.81,-21.2,-1.61,-0.239,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,delay_l4,-22.81,-20.7,-2.12,0.0,0.9912
Signe_Jakobsen_-_What_Have_You_Done_To_Me,bitcrush_l1,-22.81,-22.81,0.0,-0.044,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,bitcrush_l2,-22.81,-22.81,0.0,-0.048,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,bitcrush_l3,-22.81,-22.81,-0.0,-0.012,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,bitcrush_l4,-22.81,-22.77,-0.04,0.0,0.9903
Signe_Jakobsen_-_What_Have_You_Done_To_Me,compression_l1,-22.81,-25.15,2.34,0.0,0.9593
Signe_Jakobsen_-_What_Have_You_Done_To_Me,compression_l2,-22.81,-28.96,6.15,-2.693,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,compression_l3,-22.81,-29.24,6.43,-5.454,0.999
Signe_Jakobsen_-_What_Have_You_Done_To_Me,compression_l4,-22.81,-30.9,8.09,-8.268,0.999
Side_Effects_Project_-_Sing_With_Me,original,-23.33,-23.33,0.0,0.0,0.9779
Side_Effects_Project_-_Sing_With_Me,reverb_l1,-23.33,-23.31,-0.03,0.0,0.8859
Side_Effects_Project_-_Sing_With_Me,reverb_l2,-23.33,-18.55,-4.78,0.0,0.8719
Side_Effects_Project_-_Sing_With_Me,reverb_l3,-23.33,-12.59,-10.74,0.0,0.9121
Side_Effects_Project_-_Sing_With_Me,reverb_l4,-23.33,-8.06,-15.28,0.0,0.9194
Side_Effects_Project_-_Sing_With_Me,delay_l1,-23.33,-22.75,-0.59,0.0,0.9734
Side_Effects_Project_-_Sing_With_Me,delay_l2,-23.33,-22.12,-1.21,0.0,0.9984
Side_Effects_Project_-_Sing_With_Me,delay_l3,-23.33,-21.64,-1.69,0.0,0.8429
Side_Effects_Project_-_Sing_With_Me,delay_l4,-23.33,-21.21,-2.12,0.0,0.9252
Side_Effects_Project_-_Sing_With_Me,bitcrush_l1,-23.33,-23.34,0.0,0.0,0.8089
Side_Effects_Project_-_Sing_With_Me,bitcrush_l2,-23.33,-23.34,0.0,0.0,0.8079
Side_Effects_Project_-_Sing_With_Me,bitcrush_l3,-23.33,-23.33,-0.0,0.0,0.8097
Side_Effects_Project_-_Sing_With_Me,bitcrush_l4,-23.33,-23.28,-0.06,0.0,0.7988
Side_Effects_Project_-_Sing_With_Me,compression_l1,-23.33,-25.5,2.16,0.0,0.9071
Side_Effects_Project_-_Sing_With_Me,compression_l2,-23.33,-28.95,5.61,0.0,0.9003
Side_Effects_Project_-_Sing_With_Me,compression_l3,-23.33,-29.13,5.79,-0.663,0.999
Side_Effects_Project_-_Sing_With_Me,compression_l4,-23.33,-30.84,7.5,-3.049,0.999
Secretariat_-_Over_The_Top,original,-26.02,-26.02,0.0,0.0,0.9724
Secretariat_-_Over_The_Top,reverb_l1,-26.02,-27.0,0.98,0.0,0.9704
Secretariat_-_Over_The_Top,reverb_l2,-26.02,-25.43,-0.59,0.0,0.977
Secretariat_-_Over_The_Top,reverb_l3,-26.02,-20.61,-5.41,-0.244,0.999
